timestamp,open,high,low,close,volume,MACD_DIF,MACD_DEA,MACD_Hist,K,D,J
2025-05-19 13:00:00,2.2994,2.3317,2.2966,2.3236,6198919.6,0.0,0.0,0.0,,,
2025-05-19 14:00:00,2.3236,2.349,2.3172,2.3445,5953525.1,0.0016672364672367657,0.0003334472934473532,0.0013337891737894125,,,
2025-05-19 15:00:00,2.3444,2.3586,2.3347,2.3494,6565184.3,0.0033453592097467677,0.0009358296767072361,0.0024095295330395314,,,
2025-05-19 16:00:00,2.3493,2.3664,2.3366,2.366,5629830.0,0.005946220512742073,0.0019379078439142037,0.00400831266882787,,,
2025-05-19 17:00:00,2.3659,2.3823,2.3624,2.3681,4956917.9,0.008083690530613197,0.0031670643812540026,0.004916626149359194,,,
2025-05-19 18:00:00,2.3681,2.3746,2.3505,2.3679,4519742.9,0.009650270282157702,0.0044637055614347425,0.00518656472072296,,,
2025-05-19 19:00:00,2.3679,2.401,2.3623,2.3986,8241615.4,0.013216675839269332,0.006214299617001661,0.007002376222267671,,,
2025-05-19 20:00:00,2.3986,2.3988,2.381,2.3897,4255523.0,0.015150279328866034,0.008001495559374537,0.007148783769491497,,,
2025-05-19 21:00:00,2.3897,2.3902,2.3668,2.3813,4256313.7,0.015822472611839444,0.009565690969867518,0.0062567816419719265,81.13026819923381,81.13026819923381,81.13026819923383
2025-05-19 22:00:00,2.3812,2.3846,2.366,2.3758,2469558.8,0.015730060253920097,0.010798564826678035,0.004931495427242062,74.4091478524859,77.09759599118506,69.0322515750876
2025-05-19 23:00:00,2.3758,2.3853,2.3733,2.3803,2090884.4,0.015837371822457147,0.01180632622583386,0.004031045596623288,71.7418949164073,74.560684955764,66.10431483769389
2025-05-20 00:00:00,2.3803,2.3982,2.3741,2.3764,7638455.9,0.015429853856810283,0.012531031752029144,0.002898822104781139,67.61270072609462,71.67459919882441,59.48890378063504
2025-05-20 01:00:00,2.3764,2.4053,2.3742,2.3964,9692495.6,0.01653017620444519,0.013330860642512354,0.0031993155619328365,73.81109073690604,72.49476893619224,76.44373433833363
2025-05-20 02:00:00,2.3964,2.409,2.3829,2.3903,9407907.6,0.01671726435482057,0.014008141384973999,0.0027091229698465724,71.70013230568732,72.20439795692504,70.6916010032119
2025-05-20 03:00:00,2.3903,2.3915,2.3764,2.3824,4769946.1,0.01604313382471778,0.014415139872922755,0.001627993951795026,61.55310126055001,68.4332491994421,47.792805382765806
2025-05-20 04:00:00,2.3823,2.3888,2.3751,2.3879,3237673.8,0.015770887582332804,0.014686289414804767,0.0010845981675280374,57.8683726559234,64.76863619378383,44.067845580202544
2025-05-20 05:00:00,2.3879,2.3927,2.3754,2.3759,4179167.8,0.014420599072403117,0.014633151346324438,-0.00021255227392132092,45.9431308010299,58.32587677164318,21.177638859803352
2025-05-20 06:00:00,2.3759,2.3788,2.3578,2.366,6694666.8,0.012408599823057642,0.014188241041671079,-0.0017796412186134366,35.79124632568875,50.681772832518305,6.0101933120296565
2025-05-20 07:00:00,2.3659,2.3673,2.3458,2.3464,6892222.2,0.009127305826299725,0.01317605399859681,-0.004048748172297084,24.041446914667496,41.69780030769993,-11.271259871397362
2025-05-20 08:00:00,2.3463,2.3591,2.3365,2.3564,5207981.2,0.007250197357884236,0.011990882670454296,-0.00474068531257006,25.1858770838078,36.15107536796822,3.2554805154869655
2025-05-20 09:00:00,2.3564,2.3589,2.3469,2.3502,2840887.1,0.005202318103622705,0.010633169757087979,-0.005430851653465274,23.07860765999082,31.771080707252793,5.6936615654668685
2025-05-20 10:00:00,2.3503,2.359,2.3377,2.3449,5346999.2,0.003115776601239517,0.009129691125918287,-0.00601391452467877,19.234639942564502,27.577903443177963,2.5481129413375854
2025-05-20 11:00:00,2.345,2.3506,2.3346,2.3465,3238511.0,0.0015731497648858728,0.007618382853711804,-0.0060452330888259315,19.651354164866714,24.929672696386874,9.09471710182639
