timestamp,open,high,low,close,volume,MACD_DIF,MACD_DEA,MACD_Hist,K,D,J
2025-08-29,2.9665,2.9768,2.7734,2.8195,169431466.9,0.0,0.0,0.0,,,
2025-08-30,2.8195,2.8349,2.7604,2.8181,68213469.6,-0.00011168091168034522,-2.2336182336069045e-05,-8.934472934427618e-05,,,
2025-08-31,2.818,2.8693,2.7707,2.7757,56440031.3,-0.0035802436668532778,-0.0007339176792395108,-0.002846325987613767,,,
2025-09-01,2.7757,2.839,2.6975,2.7589,179805399.6,-0.0075971490315396295,-0.002106563949699535,-0.005490585081840095,,,
2025-09-02,2.7589,2.8641,2.7484,2.862,134689040.5,-0.0024332184878437246,-0.002171894857328373,-0.00026132363051535167,,,
2025-09-03,2.862,2.8867,2.811,2.8443,96774293.1,0.0002283592143439428,-0.00169184404299391,0.0019202032573378527,,,
2025-09-04,2.8442,2.8629,2.7842,2.7946,94539630.5,-0.0016536338590342758,-0.0016842020062019832,3.0568147167707406e-05,,,
2025-09-05,2.7947,2.8849,2.778,2.8147,120949495.7,-0.001505866222974106,-0.001648534849556408,0.00014266862658230198,,,
2025-09-06,2.8146,2.8289,2.7927,2.8098,31389546.6,-0.0017638161807851382,-0.0016715911158021542,-9.222506498298409e-05,40.20766201217338,40.20766201217338,40.20766201217337
2025-09-07,2.8098,2.9285,2.8092,2.877,82776839.1,0.003414870503902101,-0.0006542987918613031,0.004069169295763404,62.70644142824592,53.7069296618169,80.70546496110396
2025-09-08,2.877,2.9964,2.8627,2.9697,121406178.2,0.014828202003256408,0.002442201367162239,0.012386000636094168,76.1405070220681,64.33336104298853,99.75479898022726
2025-09-09,2.9698,3.0365,2.9337,2.9474,116913430.2,0.02182237110385321,0.006318235314500434,0.015504135789352776,75.13374229445343,68.81967325513548,87.7618803730893
2025-09-10,2.9474,3.024,2.9357,2.9834,85328678.0,0.029925240101712713,0.01103963627194289,0.018885603829769823,77.60411077239445,72.19189808403584,88.42853614911166
2025-09-11,2.9834,3.049,2.9507,3.0398,115124443.9,0.04043175866013016,0.016918060749580344,0.023513697910549813,84.5473535285774,76.70674872016156,100.22856314540911
2025-09-12,3.0398,3.1376,3.018,3.1054,130413008.1,0.0534356491698853,0.02422157843364134,0.029214070736243963,86.84809477127419,80.29734671494597,99.94959088393063
2025-09-13,3.1054,3.1858,3.089,3.1193,112791516.9,0.06412376111718787,0.03220201497035065,0.031921746146837224,85.75369013613368,82.18997527357207,92.8811198612569
2025-09-14,3.1193,3.1267,3.0099,3.0279,86444642.8,0.06447571479536318,0.03865675493535316,0.025818959860010024,76.88239870561556,80.37353325894776,69.90012959895114
2025-09-15,3.028,3.0669,2.9532,2.9969,121536076.0,0.061543761525610474,0.04323415625340462,0.018309605272205855,67.70941888860649,76.07766487202096,50.97292692177757
2025-09-16,2.9969,3.0586,2.9642,3.0376,76953763.0,0.06179201737950102,0.0469457284786239,0.014846288900877115,63.13062632194303,71.71150813015748,45.96886270551414
2025-09-17,3.0376,3.1079,2.9814,3.0841,132508658.4,0.06499173900429245,0.05055493058375762,0.014436808420534832,61.96438409135445,68.43723079349583,49.01869068707168
2025-09-18,3.0841,3.1397,3.0558,3.0735,121098940.7,0.06591241276725768,0.05362642702045763,0.012285985746800045,59.66375516975148,65.4976345943431,47.99599632056825
2025-09-19,3.0735,3.0941,2.9784,2.9901,92714638.6,0.05922960830499591,0.05474706327736529,0.0044825450276306175,45.31295363395116,58.74628093070027,18.446299040452928
2025-09-20,2.99,3.0091,2.9652,2.975,62723730.0,0.05211425314732665,0.054220501251357564,-0.002106248104030914,33.30531874926138,50.2465497221674,-0.5771431965506508
2025-09-21,2.975,3.0135,2.9523,2.9701,45668741.1,0.045554766876818586,0.052487354376449774,-0.006932587499631188,24.73153488405235,41.7285766831334,-9.262548714109741
2025-09-22,2.9701,2.9755,2.6975,2.8526,228747192.9,0.03052320621614335,0.048094524744388495,-0.017571318528245145,28.18273503869961,37.20870865322748,10.130787809643877
2025-09-23,2.8525,2.8964,2.7991,2.8247,100392302.3,0.01617285861913409,0.041710191519337615,-0.025537332900203526,28.37704303097954,34.262826812507775,16.60547546792307
2025-09-24,2.8247,2.9955,2.7883,2.9257,125417232.6,0.012802382768267062,0.035928629769123505,-0.023126247000856442,36.12339245191492,34.8832952479384,38.603586859867946
2025-09-25,2.9257,2.9446,2.7244,2.7435,196421176.9,-0.004518672474072893,0.027839169320484226,-0.03235784179455712,27.54719345597705,32.43719237071123,17.767195626508695
2025-09-26,2.7435,2.809,2.6984,2.7835,162801304.7,-0.014846921766799692,0.019301951103027445,-0.03414887286982714,24.84699211138506,29.906618273497955,14.727739787159265
2025-09-27,2.7836,2.8016,2.7619,2.7757,29438176.8,-0.023391881505924417,0.010763184581237074,-0.03415506608716149,23.136966049182142,27.64976588752893,14.111366372488561
