capital
8000.0
8000.0
8000.0
8000.01
8000.0
8000.0
8000.0
8000.01
8000.01
8000.01
8000.0
8000.01
8000.01
8000.01
8000.01
8000.02
8000.02
8000.01
8000.01
8000.01
8000.01
8000.01
8000.0
8000.0
8000.0
8000.0
8000.0
8000.0
8000.0
7999.99
7999.98
7999.98
7999.98
7999.98
7999.97
7999.97
7999.98
7999.98
7999.98
7999.97
7999.97
7999.97
7999.97
7999.97
7999.96
7999.96
7999.95
7999.95
7999.95
7999.95
7999.95
7999.96
7999.96
7999.96
7999.96
7999.96
7999.96
7999.97
7999.97
7999.97
7999.97
7999.96
7999.97
7999.97
7999.97
7999.97
7999.97
7999.97
7999.98
7999.98
7999.98
7999.99
7999.99
7999.98
7999.99
7999.99
7999.97
7999.98
7999.97
7999.96
7999.96
7999.96
7999.96
7999.96
7999.96
7999.95
7999.95
7999.95
7999.94
7999.94
7999.94
7999.95
7999.96
7999.95
7999.94
7999.94
7999.95
7999.95
7999.94
7999.94
7999.94
7999.94
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.93
7999.93
7999.94
7999.94
7999.93
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.93
7999.94
7999.94
7999.94
7999.93
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.94
7999.93
7999.93
7999.93
7999.93
7999.94
7999.94
7999.94
7999.94
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.93
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.92
7999.91
7999.92
7999.91
7999.91
7999.92
7999.91
7999.92
7999.91
7999.91
7999.91
7999.91
7999.91
7999.91
7999.9
7999.9
7999.9
7999.91
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
7999.89
